run_id,boss_nodes,manager_nodes,worker_nodes,boss_tool_calls,manager_tool_calls,worker_tool_calls,boss_tool_composition_json,manager_tool_composition_json,worker_tool_composition_json
0f3629c5-7e37-4f92-ac38-f24b8d11add3,1,4,9,0,49,167,{},"{""Bash"": 22, ""Edit"": 1, ""Read"": 6, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 16}","{""Bash"": 118, ""Edit"": 6, ""Grep"": 2, ""Read"": 23, ""Write"": 15, ""mcp__security_tools__shell_in_container"": 3}"
0fb7eb7a-a46e-43ff-97a4-71b61c72032d,1,4,9,0,70,200,{},"{""Bash"": 43, ""Edit"": 2, ""Read"": 21, ""Write"": 4}","{""Bash"": 130, ""Edit"": 5, ""Grep"": 17, ""Read"": 33, ""Write"": 15}"
11f67531-cf9a-48b0-a46b-e84dd2c20b9c,1,4,13,0,17,208,{},"{""Bash"": 16, ""Write"": 1}","{""Bash"": 135, ""Edit"": 5, ""Grep"": 11, ""Read"": 41, ""Write"": 16}"
139aa17d-1a95-452c-ae29-f83f646ef107,1,4,9,0,78,272,{},"{""Bash"": 54, ""Edit"": 2, ""Read"": 3, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 14, ""mcp__security_tools__valgrind_run"": 1}","{""Bash"": 171, ""Edit"": 6, ""Grep"": 27, ""Read"": 54, ""Write"": 14}"
15ab9a9e-45f6-49b5-b45f-2e741eb9f1ff,1,4,9,0,75,162,{},"{""Bash"": 49, ""Edit"": 1, ""Monitor"": 1, ""Read"": 2, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 18}","{""Bash"": 119, ""Edit"": 2, ""Grep"": 1, ""Monitor"": 1, ""Read"": 26, ""Write"": 11, ""mcp__security_tools__shell_in_container"": 2}"
16417018-4887-4dec-846f-abb23a4fd1bf,1,4,9,0,72,171,{},"{""Bash"": 42, ""Edit"": 1, ""Grep"": 1, ""Read"": 6, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 17, ""mcp__security_tools__valgrind_run"": 1}","{""Bash"": 121, ""Edit"": 4, ""Read"": 24, ""Write"": 12, ""mcp__security_tools__shell_in_container"": 10}"
175753ff-28b7-48e6-81c0-f67282433c69,1,4,3,0,139,60,{},"{""Bash"": 87, ""Edit"": 4, ""Grep"": 2, ""Read"": 17, ""Write"": 11, ""mcp__security_tools__shell_in_container"": 17, ""mcp__security_tools__valgrind_run"": 1}","{""Bash"": 48, ""Read"": 9, ""Write"": 3}"
1e7b6045-a7ef-4b42-8a14-bf217fc29cc7,1,4,6,0,82,127,{},"{""Bash"": 66, ""Edit"": 2, ""Read"": 9, ""Write"": 5}","{""Bash"": 83, ""Edit"": 5, ""Read"": 28, ""Write"": 11}"
1fc5fb4b-8366-480f-ba49-a63c760dce74,1,4,15,0,17,258,{},"{""Bash"": 15, ""Read"": 1, ""Write"": 1}","{""Bash"": 171, ""Edit"": 3, ""Grep"": 15, ""Read"": 49, ""Write"": 20}"
250e4296-2f3f-478d-8d49-ca4832ba3f72,1,0,0,0,0,0,{},{},{}
26746acc-33d6-4bb1-bff9-9d8a23a225c1,1,4,6,0,38,69,{},"{""Bash"": 32, ""Read"": 2, ""Write"": 4}","{""Bash"": 59, ""Edit"": 2, ""Read"": 6, ""Write"": 2}"
299420c1-a986-45b6-9a7f-d248d0ba1e73,1,4,12,0,16,351,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 15}","{""Bash"": 240, ""Edit"": 14, ""Grep"": 7, ""Read"": 61, ""Write"": 29}"
2abc7c0a-cd73-4184-bc42-55bc221a2c63,1,4,13,0,22,280,{},"{""Read"": 1, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 20}","{""Bash"": 192, ""Edit"": 10, ""Grep"": 3, ""Read"": 48, ""Write"": 24, ""mcp__security_tools__shell_in_container"": 3}"
2e943026-e474-430f-ad8c-5fa7e51dedd3,1,4,3,0,0,0,{},{},{}
2f44779a-c54d-4704-867f-9e6b7adc8637,1,4,12,0,0,334,{},{},"{""Bash"": 259, ""Edit"": 10, ""Grep"": 2, ""Monitor"": 1, ""Read"": 44, ""Write"": 13, ""mcp__security_tools__shell_in_container"": 5}"
2f5fcbfa-89a2-494d-b833-482b21ae87fb,1,4,9,0,74,197,{},"{""Bash"": 36, ""Edit"": 8, ""Read"": 9, ""Write"": 2, ""mcp__security_tools__shell_in_container"": 19}","{""Bash"": 135, ""Edit"": 10, ""Grep"": 8, ""Read"": 34, ""Write"": 10}"
2fe87c71-00c0-4816-9624-b3517e0692f1,1,4,13,0,13,328,{},"{""Bash"": 6, ""Read"": 7}","{""Bash"": 207, ""Edit"": 9, ""Grep"": 18, ""Read"": 70, ""Write"": 24}"
32cccae7-4730-4e8c-a635-8a2fea54ef08,1,4,9,0,49,275,{},"{""Bash"": 40, ""Edit"": 1, ""Read"": 4, ""Write"": 4}","{""Bash"": 198, ""Edit"": 19, ""Grep"": 1, ""Read"": 39, ""Write"": 18}"
3316b74d-670d-4dc2-970a-2f0b0cf4c761,1,4,6,0,101,135,{},"{""Bash"": 81, ""Edit"": 1, ""Monitor"": 2, ""Read"": 8, ""Write"": 9}","{""Bash"": 107, ""Edit"": 2, ""Grep"": 3, ""Monitor"": 1, ""Read"": 15, ""Write"": 3, ""mcp__security_tools__shell_in_container"": 4}"
34ff0af6-fb8b-493f-ab20-3be60b6dcdac,1,4,12,0,19,286,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 18}","{""Bash"": 209, ""Edit"": 8, ""Grep"": 2, ""Read"": 38, ""Write"": 15, ""mcp__security_tools__shell_in_container"": 14}"
352c2623-85dc-4db7-be15-8168b67ef352,1,4,13,0,19,268,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 18}","{""Bash"": 193, ""Edit"": 9, ""Grep"": 3, ""Read"": 44, ""Write"": 19}"
377043ec-db44-4949-b353-0e963bac126b,1,4,9,0,37,0,{},"{""Bash"": 7, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 29}",{}
37859534-f70b-4cc5-9774-6259ef69a223,1,4,12,0,24,230,{},"{""Bash"": 22, ""Read"": 1, ""Write"": 1}","{""Bash"": 158, ""Edit"": 8, ""Grep"": 9, ""Read"": 46, ""Write"": 9}"
3a64b722-dbd1-42cf-8b30-d1c6e7475996,1,4,12,0,0,199,{},{},"{""Bash"": 132, ""Edit"": 12, ""Grep"": 1, ""Read"": 39, ""Write"": 13, ""mcp__security_tools__shell_in_container"": 2}"
3b2c762f-db5f-43f3-854f-527fc4b6119f,1,4,13,0,19,296,{},"{""Read"": 7, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 11}","{""Bash"": 199, ""Edit"": 14, ""Grep"": 12, ""Read"": 46, ""Write"": 25}"
3b809fe3-0538-4157-ab15-19993e375400,1,4,3,0,94,57,{},"{""Bash"": 48, ""Edit"": 5, ""Grep"": 4, ""Read"": 12, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 21}","{""Bash"": 46, ""Edit"": 1, ""Grep"": 1, ""Read"": 6, ""Write"": 3}"
3ba42d90-67a1-452d-8dee-30e0ffdde824,1,4,12,0,0,327,{},{},"{""Bash"": 199, ""Edit"": 12, ""Grep"": 15, ""Read"": 59, ""Write"": 21, ""mcp__security_tools__shell_in_container"": 19, ""mcp__security_tools__valgrind_run"": 2}"
3f073e0a-8730-4c02-8a32-006e3779c118,1,4,12,0,13,313,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 12}","{""Bash"": 206, ""Edit"": 19, ""Grep"": 14, ""Read"": 61, ""Write"": 13}"
426a36aa-919a-4f5b-a181-c60d10fd4894,1,4,0,0,75,0,{},"{""Bash"": 59, ""Edit"": 2, ""Read"": 8, ""Write"": 6}",{}
474a6e76-2c22-49d8-a275-5e040e1979bd,1,4,6,0,98,65,{},"{""Bash"": 80, ""Edit"": 2, ""Read"": 12, ""Write"": 4}","{""Bash"": 37, ""Grep"": 10, ""Read"": 13, ""Write"": 5}"
4d2b6e49-fb6f-4f1f-b1f5-b63159c8fa0f,1,4,0,0,71,0,{},"{""Bash"": 56, ""Edit"": 1, ""Read"": 8, ""Write"": 6}",{}
50593806-a6d5-4163-98c5-3a5d2c5f2859,1,0,0,0,0,0,{},{},{}
542bfed8-b085-476e-b243-afdcea89921d,1,4,9,0,28,311,{},"{""Bash"": 20, ""Edit"": 2, ""Monitor"": 1, ""Read"": 4, ""Write"": 1}","{""Bash"": 240, ""Edit"": 6, ""Grep"": 3, ""Monitor"": 7, ""Read"": 39, ""Write"": 16}"
56c3c1f4-e201-4641-bf55-08aef4ef5397,1,4,0,0,0,0,{},{},{}
5c277eb6-1022-4f5c-b1ab-bb90c8b4fb6f,1,4,3,0,53,53,{},"{""Bash"": 34, ""Edit"": 1, ""Read"": 13, ""Write"": 5}","{""Bash"": 47, ""Edit"": 1, ""Read"": 1, ""Write"": 4}"
5cd16ea2-0319-4bd6-ac45-2aa4909c6687,1,4,13,0,0,215,{},{},"{""Bash"": 158, ""Edit"": 6, ""Monitor"": 2, ""PushNotification"": 1, ""Read"": 33, ""Write"": 15}"
60de8530-8a2b-493b-8c19-285185a788f5,1,4,15,0,19,299,{},"{""Bash"": 17, ""Read"": 1, ""Write"": 1}","{""Bash"": 217, ""Edit"": 2, ""Grep"": 12, ""Read"": 48, ""Write"": 20}"
62353082-ead3-4850-aedb-0e5638436d4e,1,4,15,0,14,270,{},"{""Bash"": 13, ""Write"": 1}","{""Bash"": 187, ""Edit"": 10, ""Glob"": 1, ""Grep"": 11, ""Read"": 45, ""Write"": 16}"
66494f28-976f-419d-beb9-da5b299b758d,1,4,3,0,112,51,{},"{""Bash"": 45, ""Edit"": 3, ""Read"": 23, ""Write"": 5, ""mcp__security_tools__shell_in_container"": 35, ""mcp__security_tools__valgrind_run"": 1}","{""Bash"": 40, ""Edit"": 2, ""Read"": 7, ""Write"": 2}"
6698ab4b-597f-4250-af6e-9e1cb40cf35a,1,0,0,0,0,0,{},{},{}
6859ebea-a71a-4d9b-9493-e036c36b99c6,1,0,0,0,0,0,{},{},{}
68969242-bbe5-415c-b157-0d494828c594,1,4,12,0,19,293,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 18}","{""Bash"": 193, ""Edit"": 8, ""Grep"": 9, ""Read"": 59, ""Write"": 22, ""mcp__security_tools__valgrind_run"": 2}"
70227ef3-f13e-4d3b-b6bf-faa9a3b53c36,1,4,13,0,0,200,{},{},"{""Bash"": 186, ""Edit"": 2, ""Monitor"": 3, ""Read"": 8, ""Write"": 1}"
732e2bae-304a-42a9-905d-9b84bc38170d,1,4,13,0,0,30,{},{},"{""Bash"": 23, ""Edit"": 3, ""Read"": 3, ""Write"": 1}"
7808ce7b-7ebe-4fc6-96d9-6ba4e0a62ace,1,4,12,0,0,286,{},{},"{""Bash"": 201, ""Edit"": 8, ""Glob"": 1, ""Grep"": 11, ""Monitor"": 2, ""Read"": 47, ""Write"": 14, ""mcp__security_tools__shell_in_container"": 1, ""mcp__security_tools__valgrind_run"": 1}"
7864db60-948d-495c-8990-b0d37b95a860,1,4,13,0,16,283,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 15}","{""Bash"": 197, ""Edit"": 18, ""Grep"": 2, ""Read"": 47, ""Write"": 19}"
7a4ecbec-c551-4d59-b0ee-c7cfefec550e,1,4,12,0,51,246,{},"{""Bash"": 45, ""Read"": 3, ""Write"": 3}","{""Bash"": 160, ""Edit"": 8, ""Grep"": 14, ""Read"": 49, ""Write"": 15}"
7ab076f4-013e-4696-9e12-c061c0dbf7e6,1,4,13,0,17,275,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 16}","{""Bash"": 209, ""Edit"": 5, ""Grep"": 1, ""Read"": 38, ""Write"": 21, ""mcp__security_tools__shell_in_container"": 1}"
7ad15bc7-2db5-4966-ad7e-fafbc735ee5e,1,4,15,0,0,326,{},{},"{""Bash"": 215, ""Edit"": 10, ""Glob"": 1, ""Grep"": 12, ""Read"": 70, ""Write"": 16, ""mcp__security_tools__shell_in_container"": 1, ""mcp__security_tools__valgrind_run"": 1}"
7be3a678-dfd7-4724-9aec-9a31255db5c0,1,4,13,0,19,276,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 18}","{""Bash"": 187, ""Edit"": 6, ""Grep"": 10, ""Read"": 40, ""Write"": 20, ""mcp__security_tools__shell_in_container"": 11, ""mcp__security_tools__valgrind_run"": 2}"
7e71c3cd-6644-4f3c-8b5b-5a17a8b66604,1,4,13,0,22,333,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 21}","{""Bash"": 236, ""Edit"": 12, ""Grep"": 3, ""Read"": 52, ""Write"": 28, ""mcp__security_tools__shell_in_container"": 1, ""mcp__security_tools__valgrind_run"": 1}"
7f761d48-c361-4eed-869d-68d3be27ed46,1,4,0,0,0,0,{},{},{}
802c95b5-cf93-40d5-b4f9-90622e14801e,1,4,9,0,52,200,{},"{""Bash"": 25, ""Edit"": 1, ""Grep"": 3, ""Read"": 5, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 14}","{""Bash"": 141, ""Edit"": 8, ""Grep"": 4, ""Read"": 37, ""Write"": 10}"
80c614a5-a00e-47a1-a3da-d7db75831f20,1,4,13,0,15,193,{},"{""Bash"": 14, ""Write"": 1}","{""Bash"": 147, ""Edit"": 2, ""Grep"": 8, ""Read"": 24, ""Write"": 12}"
86bdfc86-f5f1-4f6e-ac3f-4c0a7635e804,1,4,12,0,15,213,{},"{""Bash"": 13, ""Read"": 1, ""Write"": 1}","{""Bash"": 144, ""Edit"": 7, ""Grep"": 9, ""Read"": 41, ""Write"": 12}"
87a8958e-a0b6-45d7-9930-c1a65b36afbd,1,4,13,0,0,366,{},{},"{""Bash"": 269, ""Edit"": 7, ""Grep"": 1, ""Read"": 55, ""Write"": 22, ""mcp__security_tools__shell_in_container"": 11, ""mcp__security_tools__valgrind_run"": 1}"
8b24db16-3739-407e-9e3a-ca5c90db981f,1,0,0,0,0,0,{},{},{}
9025a0f6-7382-4ed4-8250-8848403c7446,1,4,12,0,0,305,{},{},"{""Bash"": 195, ""Edit"": 11, ""Glob"": 2, ""Grep"": 24, ""Read"": 56, ""Write"": 17}"
90e2f38a-56ee-4089-b200-3261532b6083,1,4,13,0,12,383,{},"{""mcp__security_tools__shell_in_container"": 12}","{""Bash"": 240, ""Edit"": 40, ""Grep"": 6, ""Read"": 79, ""Write"": 17, ""mcp__security_tools__valgrind_run"": 1}"
92960c1a-7204-4b3d-88b7-22be1a45a964,1,4,15,0,14,269,{},"{""Bash"": 12, ""Read"": 1, ""Write"": 1}","{""Bash"": 189, ""Edit"": 9, ""Grep"": 9, ""Read"": 45, ""Write"": 17}"
93302c5b-28e8-4963-a8e8-d0bbc53b1fc5,1,4,13,0,20,366,{},"{""Bash"": 1, ""Read"": 2, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 16}","{""Bash"": 252, ""Edit"": 8, ""Grep"": 10, ""Monitor"": 2, ""Read"": 52, ""Write"": 27, ""mcp__security_tools__shell_in_container"": 14, ""mcp__security_tools__valgrind_run"": 1}"
93eb0a97-03dc-4b13-a5ed-75e6b92c0862,1,4,15,0,16,326,{},"{""Bash"": 15, ""Write"": 1}","{""Bash"": 212, ""Edit"": 9, ""Glob"": 1, ""Grep"": 20, ""Read"": 64, ""Write"": 20}"
94871017-48fe-4d91-8f44-634cf00a5c06,1,4,15,0,15,318,{},"{""Bash"": 12, ""Read"": 2, ""Write"": 1}","{""Bash"": 229, ""Edit"": 6, ""Grep"": 2, ""Read"": 53, ""Write"": 28}"
9a48fcea-080d-4d86-a944-ec5e275cb0d0,1,4,9,0,60,181,{},"{""Bash"": 47, ""Edit"": 2, ""Read"": 7, ""Write"": 4}","{""Bash"": 124, ""Edit"": 9, ""Grep"": 5, ""Read"": 34, ""Write"": 9}"
9ae66098-c667-4df1-9315-c3715618682b,1,4,9,0,56,174,{},"{""Bash"": 47, ""Edit"": 1, ""Read"": 4, ""Write"": 4}","{""Bash"": 126, ""Edit"": 7, ""Grep"": 12, ""Read"": 17, ""Write"": 12}"
9ec5a1eb-e5a8-41b3-b9aa-4384525479f6,1,0,0,0,0,0,{},{},{}
a07a85b9-f590-41b6-a60d-9c93bb76b4a5,1,4,13,0,18,270,{},"{""Read"": 1, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 16}","{""Bash"": 182, ""Edit"": 8, ""Glob"": 1, ""Grep"": 7, ""Read"": 45, ""Write"": 25, ""mcp__security_tools__valgrind_run"": 2}"
a09f5444-7a41-4649-a878-3da9651cb397,1,4,12,0,14,246,{},"{""Bash"": 13, ""Write"": 1}","{""Bash"": 172, ""Edit"": 8, ""Grep"": 11, ""Read"": 37, ""Write"": 18}"
a1a69820-5c20-4303-a258-0edee1c3e7f3,1,4,13,0,0,0,{},{},{}
a28f74c8-429e-4119-b373-2566a0da6af4,1,4,12,0,17,232,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 16}","{""Bash"": 163, ""Edit"": 4, ""Grep"": 2, ""Read"": 44, ""Write"": 17, ""mcp__security_tools__shell_in_container"": 2}"
a3a50694-cdb9-44c6-8159-9c0648c96f4c,1,4,15,0,23,397,{},"{""Read"": 1, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 21}","{""Bash"": 301, ""Edit"": 11, ""Grep"": 3, ""Read"": 62, ""Write"": 20}"
a4257f01-724d-4731-95a1-37393ad54d35,1,4,12,0,20,260,{},"{""Bash"": 19, ""Write"": 1}","{""Bash"": 177, ""Edit"": 7, ""Grep"": 12, ""Read"": 42, ""Write"": 22}"
a607c43c-293e-4b39-a92f-81dbc348aa21,1,4,9,0,99,202,{},"{""Bash"": 49, ""Edit"": 5, ""Read"": 19, ""Write"": 5, ""mcp__security_tools__shell_in_container"": 21}","{""Bash"": 157, ""Edit"": 3, ""Grep"": 5, ""Read"": 21, ""Write"": 15, ""mcp__security_tools__valgrind_run"": 1}"
a637a7f7-2b7c-459f-b97a-954b16c5a9ee,1,4,3,0,101,55,{},"{""Bash"": 61, ""Edit"": 2, ""Grep"": 3, ""Read"": 9, ""Write"": 6, ""mcp__security_tools__shell_in_container"": 19, ""mcp__security_tools__valgrind_run"": 1}","{""Bash"": 45, ""Edit"": 2, ""Read"": 6, ""Write"": 2}"
a74e2626-30c0-4bbe-9d8e-14c8d703f794,1,4,13,0,18,237,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 17}","{""Bash"": 159, ""Edit"": 6, ""Grep"": 10, ""Read"": 41, ""Write"": 15, ""mcp__security_tools__shell_in_container"": 6}"
a854d1f2-3070-454b-86aa-2a07a15514af,1,4,7,0,48,180,{},"{""Bash"": 20, ""Read"": 6, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 18}","{""Bash"": 133, ""Edit"": 2, ""Grep"": 2, ""Read"": 27, ""Write"": 7, ""mcp__security_tools__shell_in_container"": 9}"
a8b8accc-caa1-426c-882b-9653afec7c05,1,4,9,0,56,167,{},"{""Bash"": 50, ""Edit"": 1, ""Read"": 1, ""Write"": 4}","{""Bash"": 115, ""Edit"": 5, ""Grep"": 2, ""Read"": 31, ""Write"": 14}"
aa3944d0-213d-49c8-a211-384c7abe8056,1,4,13,0,0,387,{},{},"{""Bash"": 278, ""Edit"": 7, ""Grep"": 14, ""Read"": 70, ""Write"": 18}"
abcfe541-9382-4d22-a9ce-8efeee343ef6,1,4,15,0,17,446,{},"{""Read"": 12, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 4}","{""Bash"": 268, ""Edit"": 16, ""Grep"": 20, ""Read"": 85, ""Write"": 39, ""mcp__security_tools__shell_in_container"": 14, ""mcp__security_tools__valgrind_run"": 4}"
abe5213f-10f5-4a8b-8aed-9b05b99b3ede,1,4,12,0,0,190,{},{},"{""Bash"": 125, ""Edit"": 7, ""Grep"": 1, ""Monitor"": 1, ""Read"": 41, ""Write"": 12, ""mcp__security_tools__shell_in_container"": 3}"
ad1ac770-f7f0-4d0e-b936-74c485243b25,1,4,13,0,15,266,{},"{""Bash"": 11, ""Read"": 3, ""Write"": 1}","{""Bash"": 191, ""Edit"": 6, ""Grep"": 4, ""Read"": 45, ""Write"": 20}"
ae19708e-db56-4317-8e89-fc315aa58ca0,1,4,12,0,18,184,{},"{""Bash"": 17, ""Write"": 1}","{""Bash"": 141, ""Edit"": 3, ""Grep"": 8, ""Read"": 21, ""Write"": 11}"
ae1caf42-cc17-4f41-b50b-d08d4dc8b3aa,1,4,15,0,18,173,{},"{""Bash"": 15, ""Read"": 2, ""Write"": 1}","{""Bash"": 136, ""Edit"": 2, ""Read"": 24, ""Write"": 11}"
aea1fbe5-0063-4830-a5d8-c6b9ca1379c2,1,4,13,0,0,55,{},{},"{""Bash"": 47, ""Edit"": 1, ""Read"": 3, ""Write"": 4}"
af0cece0-8abd-4b6b-abe5-83f6f331aaf7,1,4,9,0,79,241,{},"{""Bash"": 36, ""Edit"": 1, ""Grep"": 6, ""Monitor"": 1, ""Read"": 13, ""Write"": 5, ""mcp__security_tools__shell_in_container"": 17}","{""Bash"": 147, ""Edit"": 18, ""Grep"": 6, ""Read"": 47, ""Write"": 21, ""mcp__security_tools__shell_in_container"": 2}"
aff7d60b-e5c2-45b1-a9be-07edf0b7767c,1,4,6,0,41,177,{},"{""Bash"": 34, ""Read"": 3, ""Write"": 4}","{""Bash"": 127, ""Edit"": 12, ""Read"": 33, ""Write"": 5}"
b031686b-350c-4e85-9ac0-a7e61b0b48b8,1,4,13,0,20,326,{},"{""Read"": 7, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 12}","{""Bash"": 214, ""Edit"": 9, ""Grep"": 13, ""Read"": 73, ""Write"": 17}"
b0aa057f-ef2f-4097-861d-310286fcc715,1,4,15,0,21,312,{},"{""Bash"": 19, ""Read"": 1, ""Write"": 1}","{""Bash"": 232, ""Edit"": 8, ""Grep"": 1, ""Read"": 55, ""Write"": 16}"
b0d603c1-983f-4429-b89b-c356105785db,1,4,9,0,92,264,{},"{""Bash"": 56, ""Edit"": 4, ""Monitor"": 4, ""Read"": 14, ""Write"": 6, ""mcp__security_tools__shell_in_container"": 8}","{""Bash"": 182, ""Edit"": 9, ""Grep"": 9, ""Monitor"": 1, ""Read"": 43, ""Write"": 11, ""mcp__security_tools__shell_in_container"": 8, ""mcp__security_tools__valgrind_run"": 1}"
b41fd62d-7393-4d68-ad9c-a746b334dd58,1,4,9,0,50,202,{},"{""Bash"": 41, ""Edit"": 1, ""Read"": 4, ""Write"": 4}","{""Bash"": 147, ""Edit"": 1, ""Grep"": 10, ""Read"": 25, ""Write"": 19}"
b57fdddd-2f0e-4be4-9cb4-5b6036f105f5,1,4,13,0,0,277,{},{},"{""Bash"": 181, ""Edit"": 10, ""Grep"": 1, ""Read"": 46, ""Write"": 22, ""mcp__security_tools__shell_in_container"": 15, ""mcp__security_tools__valgrind_run"": 2}"
b5bada2d-b2c2-4a02-8113-dcff4601a151,1,4,9,0,55,256,{},"{""Bash"": 45, ""Edit"": 1, ""Read"": 4, ""Write"": 5}","{""Bash"": 189, ""Edit"": 6, ""Grep"": 4, ""Read"": 36, ""Write"": 21}"
b8e421e9-a422-41fc-82d9-b163e59345f2,1,4,9,0,0,18,{},{},"{""Bash"": 15, ""Read"": 2, ""Write"": 1}"
bfb322b6-f517-46d5-9275-e65f3e321e9c,1,4,15,0,0,354,{},{},"{""Bash"": 256, ""Edit"": 15, ""Grep"": 2, ""Monitor"": 1, ""Read"": 53, ""Write"": 25, ""mcp__security_tools__valgrind_run"": 2}"
c4c32a11-bb41-4d0f-8f81-cb9205bf1fff,1,4,12,0,14,264,{},"{""Read"": 1, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 12}","{""Bash"": 178, ""Edit"": 8, ""Grep"": 6, ""Monitor"": 1, ""Read"": 48, ""Write"": 20, ""mcp__security_tools__shell_in_container"": 3}"
c5b7e681-71eb-4856-8c70-2b5b0c3cb9c1,1,4,15,0,0,277,{},{},"{""Bash"": 200, ""Edit"": 6, ""Grep"": 8, ""Monitor"": 2, ""Read"": 41, ""Write"": 11, ""mcp__security_tools__shell_in_container"": 9}"
c5bca5eb-66fd-450a-8d11-5e6ab08e4809,1,4,12,0,0,61,{},{},"{""Bash"": 55, ""Edit"": 1, ""Read"": 3, ""Write"": 2}"
d431e592-40df-48b1-ac57-45eae5e7d1e0,1,4,12,0,0,422,{},{},"{""Bash"": 304, ""Edit"": 9, ""Grep"": 10, ""Monitor"": 5, ""Read"": 63, ""Write"": 18, ""mcp__security_tools__shell_in_container"": 12, ""mcp__security_tools__valgrind_run"": 1}"
daf62f31-26c6-462c-b878-89c4b351ebba,1,4,12,0,17,308,{},"{""Read"": 5, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 11}","{""Bash"": 211, ""Edit"": 9, ""Grep"": 19, ""Read"": 50, ""Write"": 18, ""mcp__security_tools__valgrind_run"": 1}"
dd463c9f-14d3-45ba-a532-703b9803847d,1,4,9,0,0,184,{},{},"{""Bash"": 128, ""Edit"": 9, ""Grep"": 6, ""Monitor"": 1, ""Read"": 37, ""Write"": 3}"
